Transaction_ID,Date,customer_type,sku,product_name,category,quantity,unit_price,line_total,tx_total
641,2024-01-09 16:47:21,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,119.43
641,2024-01-09 16:47:21,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,119.43
641,2024-01-09 16:47:21,Regular,2,Campfire Chili,Cowboy_Food,2,3.99,7.98,119.43
641,2024-01-09 16:47:21,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,119.43
642,2024-01-09 12:22:20,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,139.42
642,2024-01-09 12:22:20,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,139.42
642,2024-01-09 12:22:20,Regular,14,Work Gloves,Ranch_Supplies,2,6.99,13.98,139.42
642,2024-01-09 12:22:20,Regular,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,139.42
642,2024-01-09 12:22:20,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,139.42
642,2024-01-09 12:22:20,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,139.42
642,2024-01-09 12:22:20,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,139.42
643,2024-01-09 18:32:31,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,151.95
643,2024-01-09 18:32:31,Regular,30,Leather Journal,Leather_Goods,1,14.99,14.99,151.95
643,2024-01-09 18:32:31,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,151.95
643,2024-01-09 18:32:31,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,151.95
643,2024-01-09 18:32:31,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,151.95
644,2024-01-09 09:59:55,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,6.98
644,2024-01-09 09:59:55,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,6.98
645,2024-01-09 14:01:27,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,54.98
645,2024-01-09 14:01:27,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,54.98
646,2024-01-09 17:36:23,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,57.96
646,2024-01-09 17:36:23,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,57.96
646,2024-01-09 17:36:23,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,57.96
646,2024-01-09 17:36:23,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,57.96
647,2024-01-09 11:30:05,Regular,27,Bull Rope Rosin,Rodeo_Gear,1,7.49,7.49,68.94
647,2024-01-09 11:30:05,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,68.94
647,2024-01-09 11:30:05,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,68.94
647,2024-01-09 11:30:05,Regular,14,Work Gloves,Ranch_Supplies,2,6.99,13.98,68.94
647,2024-01-09 11:30:05,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,68.94
648,2024-01-09 11:11:53,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,152.97
648,2024-01-09 11:11:53,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,152.97
648,2024-01-09 11:11:53,Regular,24,Denim Vest,Western_Apparel,1,39.99,39.99,152.97
649,2024-01-09 13:36:18,Casual,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,96.95
649,2024-01-09 13:36:18,Casual,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,96.95
649,2024-01-09 13:36:18,Casual,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,96.95
649,2024-01-09 13:36:18,Casual,29,Leather Wallet,Leather_Goods,1,24.99,24.99,96.95
649,2024-01-09 13:36:18,Casual,30,Leather Journal,Leather_Goods,1,14.99,14.99,96.95
650,2024-01-09 14:39:27,Bulk,29,Leather Wallet,Leather_Goods,1,24.99,24.99,140.38
650,2024-01-09 14:39:27,Bulk,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,140.38
650,2024-01-09 14:39:27,Bulk,4,Trail Beef Jerky,Cowboy_Food,2,5.99,11.98,140.38
650,2024-01-09 14:39:27,Bulk,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,140.38
650,2024-01-09 14:39:27,Bulk,25,Riding Spurs,Rodeo_Gear,2,22.99,45.98,140.38
650,2024-01-09 14:39:27,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,140.38
650,2024-01-09 14:39:27,Bulk,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,140.38
650,2024-01-09 14:39:27,Bulk,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,140.38
650,2024-01-09 14:39:27,Bulk,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,140.38
650,2024-01-09 14:39:27,Bulk,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,140.38
651,2024-01-09 18:01:05,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,16.47
651,2024-01-09 18:01:05,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,16.47
651,2024-01-09 18:01:05,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,16.47
652,2024-01-09 17:17:17,Bulk,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,249.39
652,2024-01-09 17:17:17,Bulk,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,249.39
652,2024-01-09 17:17:17,Bulk,23,Leather Belt,Western_Apparel,2,19.99,39.98,249.39
652,2024-01-09 17:17:17,Bulk,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,249.39
652,2024-01-09 17:17:17,Bulk,24,Denim Vest,Western_Apparel,1,39.99,39.99,249.39
652,2024-01-09 17:17:17,Bulk,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,249.39
652,2024-01-09 17:17:17,Bulk,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,249.39
652,2024-01-09 17:17:17,Bulk,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,249.39
652,2024-01-09 17:17:17,Bulk,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,249.39
652,2024-01-09 17:17:17,Bulk,7,Prairie Honey,Cowboy_Food,1,6.49,6.49,249.39
653,2024-01-09 15:02:33,Bulk,21,Red Bandana,Western_Apparel,1,4.99,4.99,4.99
654,2024-01-09 18:29:54,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,81.42
654,2024-01-09 18:29:54,Regular,30,Leather Journal,Leather_Goods,1,14.99,14.99,81.42
654,2024-01-09 18:29:54,Regular,5,Cornbread Mix,Cowboy_Food,2,3.49,6.98,81.42
654,2024-01-09 18:29:54,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,81.42
654,2024-01-09 18:29:54,Regular,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,81.42
654,2024-01-09 18:29:54,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,81.42
654,2024-01-09 18:29:54,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,81.42
655,2024-01-09 16:13:19,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,132.41
655,2024-01-09 16:13:19,Regular,27,Bull Rope Rosin,Rodeo_Gear,1,7.49,7.49,132.41
655,2024-01-09 16:13:19,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,132.41
655,2024-01-09 16:13:19,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,132.41
655,2024-01-09 16:13:19,Regular,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,132.41
655,2024-01-09 16:13:19,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,132.41
655,2024-01-09 16:13:19,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,132.41
655,2024-01-09 16:13:19,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,132.41
655,2024-01-09 16:13:19,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,132.41
656,2024-01-09 17:32:33,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,171.43
656,2024-01-09 17:32:33,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,171.43
656,2024-01-09 17:32:33,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,171.43
656,2024-01-09 17:32:33,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,171.43
656,2024-01-09 17:32:33,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,171.43
656,2024-01-09 17:32:33,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,171.43
656,2024-01-09 17:32:33,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,171.43
657,2024-01-09 12:02:52,Bulk,24,Denim Vest,Western_Apparel,1,39.99,39.99,215.83
657,2024-01-09 12:02:52,Bulk,5,Cornbread Mix,Cowboy_Food,2,3.49,6.98,215.83
657,2024-01-09 12:02:52,Bulk,14,Work Gloves,Ranch_Supplies,2,6.99,13.98,215.83
657,2024-01-09 12:02:52,Bulk,19,Cowboy Hat,Western_Apparel,2,34.99,69.98,215.83
657,2024-01-09 12:02:52,Bulk,6,Campfire Coffee,Cowboy_Food,4,7.99,31.96,215.83
657,2024-01-09 12:02:52,Bulk,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,215.83
657,2024-01-09 12:02:52,Bulk,27,Bull Rope Rosin,Rodeo_Gear,1,7.49,7.49,215.83
657,2024-01-09 12:02:52,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,215.83
657,2024-01-09 12:02:52,Bulk,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,215.83
657,2024-01-09 12:02:52,Bulk,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,215.83
657,2024-01-09 12:02:52,Bulk,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,215.83
658,2024-01-09 15:15:21,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,28.98
658,2024-01-09 15:15:21,Regular,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,28.98
659,2024-01-09 09:57:17,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,69.96
659,2024-01-09 09:57:17,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,69.96
659,2024-01-09 09:57:17,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,69.96
659,2024-01-09 09:57:17,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,69.96
660,2024-01-09 09:26:02,Bulk,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,133.96
660,2024-01-09 09:26:02,Bulk,26,Rodeo Rope,Rodeo_Gear,1,18.99,18.99,133.96
660,2024-01-09 09:26:02,Bulk,24,Denim Vest,Western_Apparel,1,39.99,39.99,133.96
660,2024-01-09 09:26:02,Bulk,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,133.96
661,2024-01-09 16:33:54,Tourist,27,Bull Rope Rosin,Rodeo_Gear,1,7.49,7.49,14.48
661,2024-01-09 16:33:54,Tourist,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,14.48
662,2024-01-09 10:59:06,Regular,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,108.43
662,2024-01-09 10:59:06,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,108.43
662,2024-01-09 10:59:06,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,108.43
662,2024-01-09 10:59:06,Regular,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,108.43
662,2024-01-09 10:59:06,Regular,5,Cornbread Mix,Cowboy_Food,2,3.49,6.98,108.43
662,2024-01-09 10:59:06,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,108.43
663,2024-01-09 15:39:12,Bulk,7,Prairie Honey,Cowboy_Food,1,6.49,6.49,111.46
663,2024-01-09 15:39:12,Bulk,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,111.46
663,2024-01-09 15:39:12,Bulk,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,111.46
663,2024-01-09 15:39:12,Bulk,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,111.46
664,2024-01-09 16:30:08,Regular,28,Leather Saddlebag,Leather_Goods,2,59.99,119.98,172.93
664,2024-01-09 16:30:08,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,172.93
664,2024-01-09 16:30:08,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,172.93
664,2024-01-09 16:30:08,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,172.93
664,2024-01-09 16:30:08,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,172.93
664,2024-01-09 16:30:08,Regular,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,172.93
665,2024-01-09 09:59:42,Casual,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,12.48
665,2024-01-09 09:59:42,Casual,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,12.48
666,2024-01-09 14:53:21,Casual,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,48.47
666,2024-01-09 14:53:21,Casual,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,48.47
666,2024-01-09 14:53:21,Casual,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,48.47
667,2024-01-09 16:26:42,Casual,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,75.47
667,2024-01-09 16:26:42,Casual,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,75.47
667,2024-01-09 16:26:42,Casual,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,75.47
668,2024-01-09 17:39:36,Regular,21,Red Bandana,Western_Apparel,2,4.99,9.98,95.92
668,2024-01-09 17:39:36,Regular,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,95.92
668,2024-01-09 17:39:36,Regular,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,95.92
668,2024-01-09 17:39:36,Regular,16,Hay Bale Twine,Ranch_Supplies,1,5.99,5.99,95.92
668,2024-01-09 17:39:36,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,95.92
668,2024-01-09 17:39:36,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,95.92
668,2024-01-09 17:39:36,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,95.92
669,2024-01-10 17:39:47,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,17.98
669,2024-01-10 17:39:47,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,17.98
670,2024-01-10 12:06:10,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,99.97
670,2024-01-10 12:06:10,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,99.97
670,2024-01-10 12:06:10,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,99.97
671,2024-01-10 12:55:11,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,55.97
671,2024-01-10 12:55:11,Regular,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,55.97
671,2024-01-10 12:55:11,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,55.97
672,2024-01-10 12:38:31,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,229.95
672,2024-01-10 12:38:31,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,229.95
672,2024-01-10 12:38:31,Regular,24,Denim Vest,Western_Apparel,2,39.99,79.98,229.95
672,2024-01-10 12:38:31,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,229.95
673,2024-01-10 15:46:52,Casual,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,40.98
673,2024-01-10 15:46:52,Casual,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,40.98
674,2024-01-10 14:27:43,Casual,29,Leather Wallet,Leather_Goods,1,24.99,24.99,24.99
675,2024-01-10 10:53:40,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,115.4
675,2024-01-10 10:53:40,Regular,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,115.4
675,2024-01-10 10:53:40,Regular,9,Dried Apple Slices,Cowboy_Food,2,4.99,9.98,115.4
675,2024-01-10 10:53:40,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,115.4
675,2024-01-10 10:53:40,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,115.4
675,2024-01-10 10:53:40,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,115.4
675,2024-01-10 10:53:40,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,115.4
675,2024-01-10 10:53:40,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,115.4
675,2024-01-10 10:53:40,Regular,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,115.4
676,2024-01-10 17:40:05,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,47.46
676,2024-01-10 17:40:05,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,47.46
676,2024-01-10 17:40:05,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,47.46
676,2024-01-10 17:40:05,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,47.46
677,2024-01-10 11:41:52,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,145.95
677,2024-01-10 11:41:52,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,145.95
677,2024-01-10 11:41:52,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,145.95
677,2024-01-10 11:41:52,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,145.95
677,2024-01-10 11:41:52,Regular,24,Denim Vest,Western_Apparel,1,39.99,39.99,145.95
678,2024-01-10 15:34:59,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,108.97
678,2024-01-10 15:34:59,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,108.97
678,2024-01-10 15:34:59,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,108.97
679,2024-01-10 15:57:34,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,4.99
680,2024-01-10 10:08:20,Tourist,29,Leather Wallet,Leather_Goods,1,24.99,24.99,120.41
680,2024-01-10 10:08:20,Tourist,27,Bull Rope Rosin,Rodeo_Gear,2,7.49,14.98,120.41
680,2024-01-10 10:08:20,Tourist,24,Denim Vest,Western_Apparel,1,39.99,39.99,120.41
680,2024-01-10 10:08:20,Tourist,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,120.41
680,2024-01-10 10:08:20,Tourist,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,120.41
680,2024-01-10 10:08:20,Tourist,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,120.41
680,2024-01-10 10:08:20,Tourist,26,Rodeo Rope,Rodeo_Gear,1,18.99,18.99,120.41
680,2024-01-10 10:08:20,Tourist,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,120.41
681,2024-01-10 10:47:39,Regular,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,33.44
681,2024-01-10 10:47:39,Regular,2,Campfire Chili,Cowboy_Food,2,3.99,7.98,33.44
681,2024-01-10 10:47:39,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,33.44
681,2024-01-10 10:47:39,Regular,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,33.44
681,2024-01-10 10:47:39,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,33.44
682,2024-01-10 18:28:38,Regular,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,12.48
682,2024-01-10 18:28:38,Regular,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,12.48
683,2024-01-10 16:20:55,Casual,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,89.99
684,2024-01-10 10:01:06,Bulk,1,Chuckwagon Beans,Cowboy_Food,3,2.99,8.97,224.9
684,2024-01-10 10:01:06,Bulk,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,224.9
684,2024-01-10 10:01:06,Bulk,16,Hay Bale Twine,Ranch_Supplies,2,5.99,11.98,224.9
684,2024-01-10 10:01:06,Bulk,21,Red Bandana,Western_Apparel,1,4.99,4.99,224.9
684,2024-01-10 10:01:06,Bulk,20,Cowboy Boots,Western_Apparel,2,89.99,179.98,224.9
684,2024-01-10 10:01:06,Bulk,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,224.9
685,2024-01-10 17:02:30,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,89.93
685,2024-01-10 17:02:30,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,89.93
685,2024-01-10 17:02:30,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,89.93
685,2024-01-10 17:02:30,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,89.93
685,2024-01-10 17:02:30,Regular,7,Prairie Honey,Cowboy_Food,2,6.49,12.98,89.93
685,2024-01-10 17:02:30,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,89.93
686,2024-01-10 15:23:42,Regular,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,5.48
686,2024-01-10 15:23:42,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,5.48
687,2024-01-10 10:34:20,Tourist,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,107.45
687,2024-01-10 10:34:20,Tourist,23,Leather Belt,Western_Apparel,1,19.99,19.99,107.45
687,2024-01-10 10:34:20,Tourist,30,Leather Journal,Leather_Goods,1,14.99,14.99,107.45
687,2024-01-10 10:34:20,Tourist,27,Bull Rope Rosin,Rodeo_Gear,1,7.49,7.49,107.45
687,2024-01-10 10:34:20,Tourist,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,107.45
688,2024-01-10 16:25:50,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,107.97
688,2024-01-10 16:25:50,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,107.97
688,2024-01-10 16:25:50,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,107.97
689,2024-01-10 15:19:03,Bulk,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,102.42
689,2024-01-10 15:19:03,Bulk,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,102.42
689,2024-01-10 15:19:03,Bulk,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,102.42
689,2024-01-10 15:19:03,Bulk,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,102.42
689,2024-01-10 15:19:03,Bulk,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,102.42
689,2024-01-10 15:19:03,Bulk,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,102.42
689,2024-01-10 15:19:03,Bulk,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,102.42
689,2024-01-10 15:19:03,Bulk,30,Leather Journal,Leather_Goods,1,14.99,14.99,102.42
690,2024-01-10 11:42:06,Casual,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,18.47
690,2024-01-10 11:42:06,Casual,27,Bull Rope Rosin,Rodeo_Gear,2,7.49,14.98,18.47
691,2024-01-10 17:34:47,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,102.97
691,2024-01-10 17:34:47,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,102.97
691,2024-01-10 17:34:47,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,102.97
692,2024-01-10 12:28:07,Casual,26,Rodeo Rope,Rodeo_Gear,1,18.99,18.99,60.45
692,2024-01-10 12:28:07,Casual,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,60.45
692,2024-01-10 12:28:07,Casual,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,60.45
692,2024-01-10 12:28:07,Casual,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,60.45
692,2024-01-10 12:28:07,Casual,21,Red Bandana,Western_Apparel,1,4.99,4.99,60.45
693,2024-01-10 12:24:25,Regular,24,Denim Vest,Western_Apparel,1,39.99,39.99,100.91
693,2024-01-10 12:24:25,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,100.91
693,2024-01-10 12:24:25,Regular,6,Campfire Coffee,Cowboy_Food,3,7.99,23.97,100.91
693,2024-01-10 12:24:25,Regular,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,100.91
693,2024-01-10 12:24:25,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,100.91
693,2024-01-10 12:24:25,Regular,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,100.91
693,2024-01-10 12:24:25,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,100.91
694,2024-01-10 12:17:16,Regular,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,88.47
694,2024-01-10 12:17:16,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,88.47
694,2024-01-10 12:17:16,Regular,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,88.47
695,2024-01-10 16:53:41,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,75.96
695,2024-01-10 16:53:41,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,75.96
695,2024-01-10 16:53:41,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,75.96
695,2024-01-10 16:53:41,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,75.96
696,2024-01-10 16:33:00,Tourist,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,193.43
696,2024-01-10 16:33:00,Tourist,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,193.43
696,2024-01-10 16:33:00,Tourist,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,193.43
696,2024-01-10 16:33:00,Tourist,21,Red Bandana,Western_Apparel,1,4.99,4.99,193.43
696,2024-01-10 16:33:00,Tourist,24,Denim Vest,Western_Apparel,1,39.99,39.99,193.43
696,2024-01-10 16:33:00,Tourist,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,193.43
696,2024-01-10 16:33:00,Tourist,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,193.43
697,2024-01-10 17:45:21,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,62.93
697,2024-01-10 17:45:21,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,62.93
697,2024-01-10 17:45:21,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,62.93
697,2024-01-10 17:45:21,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,62.93
697,2024-01-10 17:45:21,Regular,16,Hay Bale Twine,Ranch_Supplies,1,5.99,5.99,62.93
697,2024-01-10 17:45:21,Regular,7,Prairie Honey,Cowboy_Food,1,6.49,6.49,62.93
697,2024-01-10 17:45:21,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,62.93
698,2024-01-10 11:54:59,Regular,24,Denim Vest,Western_Apparel,1,39.99,39.99,69.98
698,2024-01-10 11:54:59,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,69.98
