Transaction ID,id,Product Category,Quantity,Price per Unit,Total Amount,Satisfaction
750,750,Clothing,3,25,75,2.0
751,751,Clothing,2,25,50,2.0
752,752,Clothing,2,50,100,3.0
753,753,Clothing,1,30,30,1.0
754,754,Electronics,4,25,100,1.0
755,755,Clothing,3,25,75,5.0
756,756,Electronics,4,300,1200,3.0
757,757,Electronics,4,300,1200,4.0
758,758,Clothing,4,25,100,4.0
759,759,Electronics,2,50,100,5.0
76,76,Electronics,2,50,100,1.0
760,760,Beauty,1,500,500,2.0
761,761,Clothing,1,500,500,3.0
762,762,Electronics,2,25,50,1.0
763,763,Clothing,2,25,50,5.0
764,764,Clothing,1,25,25,1.0
765,765,Clothing,4,50,200,1.0
766,766,Electronics,3,300,900,1.0
767,767,Beauty,3,25,75,2.0
768,768,Beauty,3,25,75,4.0
769,769,Electronics,4,30,120,2.0
77,77,Clothing,2,50,100,2.0
770,770,Clothing,1,50,50,2.0
771,771,Electronics,2,25,50,4.0
772,772,Electronics,1,30,30,4.0
773,773,Electronics,4,500,2000,5.0
774,774,Clothing,2,25,50,2.0
775,775,Electronics,4,25,100,3.0
776,776,Clothing,3,30,90,1.0
777,777,Electronics,3,50,150,3.0
778,778,Beauty,4,25,100,3.0
779,779,Electronics,2,500,1000,3.0
78,78,Clothing,3,500,1500,3.0
780,780,Electronics,2,25,50,4.0
781,781,Beauty,1,500,500,5.0
782,782,Clothing,3,300,900,2.0
783,783,Clothing,1,300,300,4.0
784,784,Electronics,1,500,500,5.0
785,785,Beauty,4,50,200,5.0
786,786,Clothing,4,25,100,5.0
787,787,Electronics,1,25,25,5.0
788,788,Beauty,3,300,900,1.0
789,789,Clothing,4,500,2000,1.0
79,79,Beauty,1,300,300,1.0
790,790,Clothing,1,25,25,4.0
791,791,Beauty,1,25,25,2.0
792,792,Beauty,1,50,50,2.0
793,793,Beauty,1,30,30,4.0
794,794,Beauty,1,300,300,2.0
795,795,Electronics,1,300,300,4.0
796,796,Beauty,4,30,120,2.0
797,797,Clothing,3,25,75,3.0
798,798,Clothing,1,50,50,1.0
799,799,Electronics,2,50,100,4.0
8,8,Electronics,4,25,100,3.0
80,80,Clothing,2,30,60,4.0
800,800,Clothing,4,300,1200,5.0
801,801,Clothing,4,50,200,2.0
802,802,Beauty,1,30,30,4.0
803,803,Clothing,4,25,100,3.0
804,804,Electronics,1,30,30,3.0
805,805,Beauty,3,500,1500,1.0
806,806,Beauty,3,300,900,4.0
807,807,Electronics,4,50,200,4.0
808,808,Beauty,4,500,2000,2.0
809,809,Beauty,2,50,100,5.0
81,81,Electronics,1,50,50,2.0
810,810,Electronics,4,25,100,3.0
811,811,Beauty,2,25,50,5.0
812,812,Electronics,3,25,75,3.0
813,813,Electronics,3,50,150,2.0
814,814,Clothing,1,500,500,1.0
815,815,Clothing,3,25,75,4.0
816,816,Beauty,2,500,1000,3.0
817,817,Beauty,4,50,200,3.0
818,818,Electronics,1,500,500,4.0
819,819,Beauty,2,50,100,1.0
82,82,Beauty,4,50,200,5.0
820,820,Electronics,4,50,200,3.0
821,821,Electronics,1,300,300,5.0
822,822,Beauty,3,50,150,2.0
823,823,Electronics,2,50,100,1.0
824,824,Clothing,4,30,120,5.0
825,825,Beauty,1,25,25,3.0
826,826,Clothing,1,300,300,1.0
827,827,Beauty,3,300,900,4.0
828,828,Electronics,4,300,1200,1.0
829,829,Beauty,3,30,90,3.0
83,83,Electronics,2,50,100,3.0
830,830,Clothing,3,50,150,2.0
831,831,Electronics,4,25,100,5.0
832,832,Beauty,4,500,2000,4.0
833,833,Beauty,4,50,200,1.0
834,834,Beauty,2,30,60,2.0
835,835,Clothing,4,50,200,2.0
836,836,Clothing,1,50,50,5.0
837,837,Beauty,3,30,90,1.0
838,838,Electronics,2,300,600,1.0
839,839,Electronics,4,300,1200,5.0
84,84,Electronics,3,30,90,2.0
840,840,Clothing,2,25,50,2.0
841,841,Electronics,4,25,100,1.0
842,842,Clothing,2,300,600,4.0
843,843,Beauty,3,500,1500,3.0
844,844,Clothing,3,50,150,1.0
845,845,Clothing,1,500,500,4.0
846,846,Beauty,1,50,50,2.0
847,847,Electronics,4,300,1200,5.0
848,848,Clothing,3,25,75,4.0
849,849,Clothing,2,25,50,4.0
85,85,Clothing,3,50,150,5.0
850,850,Beauty,2,500,1000,1.0
851,851,Electronics,2,25,50,5.0
852,852,Clothing,1,300,300,5.0
853,853,Beauty,2,500,1000,4.0
854,854,Clothing,1,50,50,4.0
855,855,Beauty,1,25,25,2.0
856,856,Electronics,4,30,120,1.0
857,857,Electronics,2,25,50,5.0
858,858,Electronics,2,50,100,3.0
859,859,Electronics,3,500,1500,4.0
86,86,Beauty,3,30,90,1.0
860,860,Clothing,4,50,200,3.0
861,861,Clothing,3,30,90,4.0
862,862,Electronics,4,300,1200,5.0
863,863,Electronics,2,25,50,1.0
864,864,Electronics,1,500,500,3.0
865,865,Clothing,1,300,300,2.0
866,866,Electronics,1,50,50,5.0
867,867,Electronics,1,500,500,3.0
868,868,Electronics,1,300,300,4.0
869,869,Beauty,3,500,1500,1.0
87,87,Beauty,2,50,100,1.0
870,870,Electronics,4,30,120,4.0
871,871,Beauty,2,30,60,1.0
872,872,Beauty,3,25,75,4.0
873,873,Electronics,4,25,100,3.0
874,874,Beauty,1,30,30,2.0
875,875,Electronics,4,500,2000,4.0
876,876,Clothing,4,30,120,3.0
877,877,Clothing,1,25,25,3.0
878,878,Clothing,1,30,30,4.0
879,879,Clothing,1,30,30,2.0
88,88,Clothing,1,500,500,2.0
880,880,Beauty,2,500,1000,1.0
881,881,Electronics,1,300,300,3.0
882,882,Electronics,2,25,50,3.0
883,883,Electronics,1,500,500,3.0
884,884,Clothing,2,30,60,3.0
885,885,Clothing,4,30,120,4.0
886,886,Electronics,3,300,900,1.0
887,887,Clothing,4,25,100,4.0
888,888,Electronics,4,25,100,2.0
889,889,Electronics,1,50,50,1.0
89,89,Electronics,4,500,2000,1.0
890,890,Electronics,2,25,50,5.0
891,891,Electronics,3,300,900,2.0
892,892,Electronics,1,50,50,4.0
893,893,Electronics,1,50,50,3.0
894,894,Electronics,1,30,30,4.0
895,895,Clothing,4,30,120,4.0
896,896,Electronics,2,25,50,4.0
897,897,Electronics,2,50,100,2.0
898,898,Clothing,3,30,90,5.0
899,899,Clothing,2,300,600,3.0
9,9,Electronics,2,300,600,4.0
90,90,Electronics,1,30,30,2.0
900,900,Clothing,2,30,60,3.0
901,901,Electronics,1,30,30,4.0
902,902,Beauty,1,50,50,4.0
903,903,Beauty,4,50,200,4.0
904,904,Clothing,1,500,500,4.0
905,905,Beauty,1,300,300,2.0
906,906,Clothing,1,50,50,2.0
907,907,Electronics,1,25,25,1.0
908,908,Beauty,4,300,1200,1.0
909,909,Electronics,1,300,300,2.0
91,91,Electronics,1,500,500,4.0
910,910,Beauty,3,50,150,4.0
911,911,Electronics,3,300,900,3.0
912,912,Beauty,3,50,150,2.0
913,913,Electronics,3,30,90,2.0
914,914,Electronics,1,500,500,1.0
915,915,Beauty,3,30,90,5.0
916,916,Electronics,1,50,50,3.0
917,917,Electronics,4,50,200,3.0
918,918,Electronics,3,30,90,5.0
919,919,Beauty,2,25,50,1.0
92,92,Electronics,4,30,120,1.0
920,920,Beauty,3,25,75,3.0
921,921,Electronics,3,25,75,1.0
922,922,Electronics,1,50,50,1.0
923,923,Beauty,3,300,900,4.0
924,924,Beauty,2,50,100,5.0
925,925,Electronics,1,300,300,5.0
926,926,Electronics,1,30,30,4.0
927,927,Electronics,4,500,2000,1.0
928,928,Clothing,4,300,1200,1.0
929,929,Beauty,3,25,75,3.0
93,93,Beauty,4,500,2000,3.0
930,930,Clothing,4,50,200,5.0
931,931,Beauty,4,30,120,3.0
932,932,Beauty,4,25,100,3.0
933,933,Beauty,1,30,30,5.0
934,934,Beauty,1,500,500,3.0
935,935,Beauty,1,50,50,5.0
936,936,Beauty,4,50,200,1.0
937,937,Beauty,1,500,500,1.0
938,938,Clothing,4,50,200,2.0
939,939,Electronics,1,300,300,3.0
94,94,Beauty,2,500,1000,1.0
940,940,Electronics,1,30,30,3.0
941,941,Clothing,2,25,50,5.0
942,942,Clothing,3,500,1500,3.0
943,943,Clothing,4,300,1200,2.0
944,944,Clothing,2,25,50,4.0
945,945,Beauty,1,25,25,4.0
946,946,Electronics,4,500,2000,1.0
947,947,Beauty,1,300,300,2.0
948,948,Electronics,3,25,75,1.0
949,949,Electronics,2,25,50,5.0
95,95,Clothing,2,30,60,3.0
950,950,Clothing,3,300,900,4.0
951,951,Beauty,2,50,100,5.0
952,952,Clothing,1,25,25,2.0
953,953,Beauty,3,30,90,1.0
954,954,Electronics,3,300,900,1.0
955,955,Clothing,1,25,25,3.0
956,956,Clothing,3,500,1500,2.0
957,957,Electronics,4,30,120,2.0
958,958,Electronics,2,25,50,1.0
959,959,Electronics,2,30,60,5.0
96,96,Clothing,2,300,600,2.0
960,960,Clothing,2,30,60,3.0
961,961,Beauty,4,50,200,1.0
962,962,Clothing,2,30,60,4.0
963,963,Beauty,1,50,50,3.0
964,964,Clothing,3,300,900,3.0
965,965,Clothing,4,50,200,1.0
966,966,Electronics,2,500,1000,4.0
967,967,Beauty,1,25,25,3.0
968,968,Clothing,3,300,900,5.0
969,969,Clothing,3,300,900,1.0
97,97,Beauty,2,500,1000,3.0
970,970,Electronics,4,500,2000,5.0
971,971,Electronics,4,50,200,5.0
972,972,Beauty,4,25,100,1.0
973,973,Clothing,1,50,50,5.0
974,974,Beauty,1,30,30,2.0
975,975,Clothing,4,50,200,4.0
976,976,Beauty,2,300,600,4.0
977,977,Electronics,3,25,75,5.0
978,978,Clothing,3,50,150,4.0
979,979,Beauty,1,25,25,3.0
98,98,Beauty,2,50,100,1.0
980,980,Electronics,3,25,75,3.0
981,981,Electronics,2,30,60,4.0
982,982,Beauty,3,30,90,2.0
983,983,Clothing,1,300,300,2.0
984,984,Clothing,1,500,500,1.0
985,985,Electronics,2,25,50,1.0
986,986,Clothing,2,500,1000,3.0
987,987,Clothing,3,300,900,4.0
988,988,Clothing,3,25,75,5.0
989,989,Electronics,1,25,25,1.0
99,99,Electronics,4,300,1200,5.0
990,990,Beauty,2,500,1000,4.0
991,991,Clothing,2,50,100,2.0
992,992,Electronics,2,30,60,4.0
993,993,Electronics,3,50,150,2.0
994,994,Beauty,2,500,1000,1.0
995,995,Clothing,1,30,30,3.0
996,996,Clothing,1,50,50,2.0
997,997,Beauty,3,30,90,4.0
998,998,Beauty,4,25,100,1.0
999,999,Electronics,3,50,150,5.0
