Transaction ID,Date,id,Gender_x,Age_x,Product Category,Quantity,Price per Unit,Total Amount,Age_y,Gender_y,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Target_Churn,_merge
183,9/8/2023,183,Female,43,Beauty,3,300,900,62,Male,140.87,9790.09,6,99,198.9,0,1,2,205,FALSE,Responded,TRUE,both
184,1/10/2023,184,Male,31,Electronics,4,50,200,32,Female,171.74,6845.17,18,84,151.01,3,0,4,206,TRUE,Ignored,TRUE,both
185,2/27/2023,185,Male,24,Clothing,1,25,25,50,Female,22.93,1693.78,1,69,372.21,8,1,5,196,FALSE,Responded,TRUE,both
186,7/5/2023,186,Male,20,Clothing,4,50,200,22,Male,135.7,4659.91,12,76,418.99,2,2,4,174,TRUE,Responded,FALSE,both
187,6/7/2023,187,Female,64,Clothing,2,50,100,21,Other,99.72,9670.7,2,22,131.84,2,1,4,41,FALSE,Unsubscribed,FALSE,both
188,5/3/2023,188,Male,40,Clothing,3,25,75,63,Male,181.66,5393.61,19,4,261.9,0,0,1,106,FALSE,Responded,FALSE,both
189,1/30/2023,189,Male,63,Beauty,1,50,50,29,Male,77.87,343.68,15,35,355.75,3,3,5,185,TRUE,Responded,FALSE,both
190,5/4/2023,190,Female,60,Beauty,3,30,90,40,Female,105.35,6235.74,19,84,414.02,0,3,2,287,TRUE,Unsubscribed,TRUE,both
191,10/18/2023,191,Male,64,Beauty,1,25,25,31,Other,112.66,2785.04,10,91,366.36,7,0,2,338,TRUE,Unsubscribed,TRUE,both
192,2/10/2023,192,Male,62,Beauty,2,50,100,63,Other,45.28,1078.57,7,73,58.6,3,0,2,348,TRUE,Responded,FALSE,both
193,2/13/2023,193,Male,35,Beauty,3,500,1500,29,Male,148.32,4088.79,5,79,345.2,7,1,4,324,TRUE,Responded,FALSE,both
194,9/6/2023,194,Male,55,Clothing,4,50,200,34,Male,169.49,5629.38,12,36,453.65,1,0,5,283,TRUE,Unsubscribed,FALSE,both
195,2/5/2023,195,Male,52,Clothing,1,30,30,42,Other,30.42,268.7,18,77,226.57,5,0,1,43,TRUE,Ignored,FALSE,both
196,9/30/2023,196,Female,32,Clothing,3,300,900,47,Male,72.45,5634.56,1,82,373.88,5,0,3,204,FALSE,Unsubscribed,FALSE,both
197,3/6/2023,197,Female,42,Clothing,4,50,200,39,Female,26.85,5160.91,12,88,481.34,7,0,1,122,FALSE,Unsubscribed,FALSE,both
198,3/7/2023,198,Female,54,Beauty,3,300,900,64,Female,192.18,7959.69,19,82,350.04,0,4,2,148,FALSE,Responded,FALSE,both
199,12/4/2023,199,Male,45,Beauty,3,500,1500,43,Male,140.09,4293.14,9,97,151.97,3,4,1,342,TRUE,Unsubscribed,FALSE,both
200,9/1/2023,200,Male,27,Beauty,3,50,150,34,Female,193.56,5579.16,3,50,231.52,3,3,4,101,FALSE,Unsubscribed,FALSE,both
201,10/9/2023,201,Male,56,Electronics,1,25,25,37,Other,115.67,7445.89,19,12,239.67,6,1,2,53,TRUE,Ignored,TRUE,both
202,3/26/2023,202,Female,34,Clothing,4,300,1200,51,Male,164.37,8981.74,7,67,426.03,0,3,1,234,TRUE,Responded,FALSE,both
203,5/16/2023,203,Male,56,Clothing,2,500,1000,58,Female,87.39,3862.34,15,23,484.45,1,3,1,242,FALSE,Responded,TRUE,both
204,9/28/2023,204,Male,39,Beauty,1,25,25,50,Male,83.69,6056.17,12,69,300.67,7,1,3,237,TRUE,Ignored,FALSE,both
205,11/7/2023,205,Female,43,Clothing,1,25,25,54,Other,88.09,6976.65,2,42,47.69,6,1,2,232,TRUE,Unsubscribed,FALSE,both
206,8/5/2023,206,Male,61,Clothing,1,25,25,24,Female,138.42,528.38,14,43,475.28,8,3,3,110,FALSE,Ignored,FALSE,both
207,4/19/2023,207,Female,42,Beauty,2,25,50,39,Other,84.7,8027.53,14,16,497.07,7,0,2,222,TRUE,Unsubscribed,FALSE,both
208,10/4/2023,208,Female,34,Electronics,4,50,200,49,Male,182.07,3836.56,2,60,203.83,2,0,3,338,FALSE,Unsubscribed,TRUE,both
209,12/20/2023,209,Female,30,Electronics,4,50,200,31,Male,196.99,6735.37,11,61,414.66,6,2,1,14,TRUE,Ignored,FALSE,both
210,4/13/2023,210,Male,37,Electronics,4,50,200,25,Female,25.48,4769.47,14,82,222.6,1,2,4,191,FALSE,Responded,FALSE,both
211,1/1/2024,211,Male,42,Beauty,3,500,1500,42,Other,54.85,7053.16,15,78,350.78,8,2,3,322,TRUE,Responded,FALSE,both
212,6/9/2023,212,Male,21,Clothing,3,500,1500,33,Male,40.2,7270.88,1,96,30.52,4,3,2,119,TRUE,Unsubscribed,FALSE,both
213,7/24/2023,213,Male,27,Beauty,3,500,1500,59,Other,27.63,1996.55,12,4,446.44,9,1,5,278,TRUE,Responded,TRUE,both
214,12/10/2023,214,Male,20,Beauty,2,30,60,36,Other,60.99,6655.52,8,46,31.95,5,4,5,76,TRUE,Ignored,FALSE,both
215,11/29/2023,215,Male,58,Clothing,3,500,1500,58,Female,100.42,8528.1,4,26,117.83,8,1,3,341,TRUE,Ignored,FALSE,both
216,7/11/2023,216,Male,62,Electronics,2,50,100,33,Other,170.66,2432.12,15,52,288.2,2,4,1,202,FALSE,Ignored,FALSE,both
217,8/13/2023,217,Female,35,Electronics,4,50,200,29,Male,59.93,7606.02,1,29,442.5,9,1,3,268,FALSE,Ignored,FALSE,both
218,9/22/2023,218,Male,64,Beauty,3,30,90,56,Male,108.91,6374.87,9,83,143.52,1,1,4,136,TRUE,Ignored,TRUE,both
219,8/20/2023,219,Female,53,Electronics,3,30,90,65,Female,187.33,9555.75,4,96,53.77,3,4,2,157,FALSE,Responded,TRUE,both
220,3/3/2023,220,Male,64,Beauty,1,500,500,47,Other,140.1,2676.44,12,24,406.69,1,0,5,144,FALSE,Unsubscribed,FALSE,both
221,5/7/2023,221,Male,39,Beauty,2,300,600,19,Male,163.65,1627.35,2,11,186.06,3,2,2,358,FALSE,Ignored,TRUE,both
222,4/26/2023,222,Male,51,Clothing,4,30,120,49,Male,119.18,3190,7,14,374.37,8,3,2,348,TRUE,Unsubscribed,TRUE,both
223,2/2/2023,223,Female,64,Clothing,1,25,25,62,Female,196.48,2653.79,15,78,104.27,8,3,3,150,FALSE,Unsubscribed,TRUE,both
224,6/23/2023,224,Female,25,Clothing,1,50,50,42,Other,125.96,7592.64,5,14,124.1,7,0,1,282,TRUE,Ignored,TRUE,both
225,1/11/2023,225,Female,57,Beauty,4,25,100,42,Other,28.19,7357.78,11,84,183.49,9,0,2,217,TRUE,Unsubscribed,FALSE,both
226,10/29/2023,226,Female,61,Clothing,1,50,50,21,Other,55.64,6729.88,4,66,394.48,4,3,1,202,FALSE,Responded,TRUE,both
227,10/11/2023,227,Male,36,Electronics,2,50,100,36,Male,92.86,2242.15,16,4,469.79,7,4,4,74,FALSE,Unsubscribed,FALSE,both
228,4/28/2023,228,Female,59,Electronics,2,30,60,65,Male,128.23,8631.89,7,13,395.73,1,3,4,252,TRUE,Unsubscribed,TRUE,both
229,10/29/2023,229,Male,58,Beauty,3,30,90,21,Female,158.95,9570.06,12,9,13.81,3,1,1,130,FALSE,Ignored,FALSE,both
230,4/23/2023,230,Male,54,Beauty,1,25,25,60,Male,94.36,5362.9,3,11,406.14,0,4,3,349,FALSE,Responded,FALSE,both
231,1/4/2023,231,Female,23,Clothing,3,50,150,30,Female,147.81,6528.79,4,7,321.85,0,0,3,121,TRUE,Ignored,FALSE,both
232,2/6/2023,232,Female,43,Beauty,1,25,25,56,Female,162.18,5056.85,18,53,401.28,3,3,3,232,FALSE,Ignored,FALSE,both
233,12/29/2023,233,Female,51,Beauty,2,300,600,53,Other,77.11,2907.22,11,32,290.44,8,0,5,293,TRUE,Responded,TRUE,both
234,11/20/2023,234,Female,62,Electronics,2,25,50,40,Female,196.27,2932.86,1,44,24.04,3,4,4,221,FALSE,Ignored,TRUE,both
235,1/31/2023,235,Female,23,Electronics,2,500,1000,23,Other,136.94,3202.86,7,96,403.53,1,1,4,44,TRUE,Unsubscribed,FALSE,both
236,4/28/2023,236,Female,54,Clothing,1,25,25,41,Other,178.58,1989.42,2,22,47.42,4,1,2,196,FALSE,Responded,TRUE,both
237,2/4/2023,237,Female,50,Beauty,2,500,1000,61,Male,120.07,9029.04,15,14,180.64,9,0,1,10,FALSE,Responded,TRUE,both
238,1/17/2023,238,Female,39,Beauty,1,500,500,50,Male,153.49,8598.14,4,72,274.89,6,4,5,164,TRUE,Ignored,TRUE,both
239,6/19/2023,239,Male,38,Electronics,3,500,1500,29,Female,158.7,4670.23,18,46,150.08,6,1,5,7,FALSE,Responded,FALSE,both
240,2/6/2023,240,Female,23,Beauty,1,300,300,58,Female,183.48,3735.79,8,29,382.26,6,1,2,231,FALSE,Ignored,TRUE,both
241,9/21/2023,241,Female,23,Electronics,3,25,75,38,Female,47.06,9396.88,15,83,487.32,1,1,1,82,FALSE,Unsubscribed,TRUE,both
242,5/2/2023,242,Male,21,Clothing,1,25,25,28,Female,120.49,2301.5,12,30,236.66,1,4,3,86,TRUE,Ignored,TRUE,both
243,5/23/2023,243,Female,47,Electronics,3,300,900,61,Male,97.11,5580.07,14,62,476.85,8,1,2,126,FALSE,Ignored,FALSE,both
244,12/9/2023,244,Male,28,Beauty,2,50,100,55,Female,186.17,639.53,1,27,459.35,7,4,3,204,TRUE,Responded,TRUE,both
245,9/6/2023,245,Male,47,Clothing,3,30,90,46,Other,38.92,1992.9,1,51,410.95,0,0,3,297,TRUE,Responded,TRUE,both
246,4/20/2023,246,Female,48,Electronics,2,25,50,65,Male,196.86,6079.87,19,16,366.16,6,4,3,264,TRUE,Ignored,FALSE,both
247,10/4/2023,247,Male,41,Electronics,2,30,60,58,Other,177.58,6655.62,18,47,19.81,6,0,3,28,TRUE,Unsubscribed,TRUE,both
248,3/9/2023,248,Male,26,Clothing,3,300,900,20,Female,33.29,5851.86,10,66,451.79,3,0,4,298,TRUE,Ignored,FALSE,both
249,10/20/2023,249,Male,20,Clothing,1,50,50,45,Male,108.37,8709.05,6,52,290.57,3,1,2,320,TRUE,Unsubscribed,TRUE,both
250,10/23/2023,250,Male,48,Electronics,1,50,50,37,Other,149.16,9934.71,13,26,74.47,8,0,5,347,TRUE,Ignored,FALSE,both
251,8/31/2023,251,Female,57,Beauty,4,50,200,43,Male,152.87,7662.23,18,19,348.79,2,0,1,203,TRUE,Responded,TRUE,both
252,5/5/2023,252,Male,54,Electronics,1,300,300,41,Other,183.17,4704.41,4,40,143.23,8,2,4,229,TRUE,Unsubscribed,TRUE,both
253,8/31/2023,253,Female,53,Clothing,4,500,2000,69,Male,163.98,8355.95,4,49,348.95,1,2,2,294,FALSE,Ignored,FALSE,both
254,7/28/2023,254,Male,41,Electronics,1,500,500,64,Other,75.97,1291.84,3,46,49.41,3,2,3,97,FALSE,Unsubscribed,TRUE,both
255,4/8/2023,255,Male,48,Clothing,1,30,30,38,Other,109.72,6864.38,6,23,487.78,4,3,4,6,TRUE,Unsubscribed,TRUE,both
256,2/18/2023,256,Male,23,Clothing,2,500,1000,47,Other,146.32,5231.54,7,28,42.6,4,4,1,253,TRUE,Ignored,FALSE,both
257,2/19/2023,257,Male,19,Beauty,4,500,2000,21,Male,44.92,1862.85,9,76,435.18,3,4,3,314,FALSE,Unsubscribed,FALSE,both
258,12/4/2023,258,Female,37,Clothing,1,50,50,53,Other,54.92,9732.04,1,45,164.79,3,2,2,202,TRUE,Ignored,TRUE,both
259,8/9/2023,259,Female,45,Clothing,4,50,200,57,Other,106.59,3450.53,13,39,153.62,3,1,4,347,TRUE,Ignored,TRUE,both
260,7/1/2023,260,Male,28,Beauty,2,30,60,27,Female,73.68,6192.69,7,1,203.54,4,2,3,44,TRUE,Unsubscribed,TRUE,both
261,8/5/2023,261,Male,21,Clothing,2,25,50,27,Other,175.26,8798.08,8,10,388.55,7,4,4,295,FALSE,Ignored,FALSE,both
262,7/30/2023,262,Female,32,Beauty,4,30,120,59,Female,125.53,5116.22,10,23,107.88,9,2,3,89,TRUE,Responded,TRUE,both
263,8/28/2023,263,Male,23,Beauty,2,30,60,41,Male,82.76,1239.86,7,70,229.07,3,1,3,133,FALSE,Unsubscribed,TRUE,both
264,1/28/2023,264,Male,47,Clothing,3,300,900,21,Other,172.79,8205.52,6,24,249.51,2,4,3,75,TRUE,Responded,FALSE,both
265,12/11/2023,265,Male,55,Clothing,3,300,900,64,Male,164.88,3596.82,5,71,454.69,1,0,4,218,FALSE,Responded,TRUE,both
266,12/1/2023,266,Female,19,Electronics,2,30,60,44,Female,199.7,9832.36,8,87,281.88,2,1,5,125,FALSE,Responded,FALSE,both
267,11/27/2023,267,Female,32,Beauty,3,30,90,68,Female,172.52,8849.87,16,88,322.94,3,3,1,310,FALSE,Responded,TRUE,both
268,2/20/2023,268,Female,28,Electronics,1,30,30,62,Male,94.6,8549.15,4,66,448.1,9,2,4,176,FALSE,Responded,FALSE,both
269,2/1/2023,269,Male,25,Clothing,4,500,2000,21,Other,42.95,3626.91,8,56,173.34,2,4,2,28,FALSE,Responded,FALSE,both
270,7/26/2023,270,Male,43,Electronics,1,300,300,49,Male,171.32,7595.58,9,56,45.4,6,1,1,90,FALSE,Ignored,FALSE,both
271,6/23/2023,271,Female,62,Beauty,4,30,120,27,Female,30.76,9864.66,19,27,396.37,5,3,1,28,FALSE,Ignored,TRUE,both
272,2/25/2023,272,Female,61,Electronics,2,50,100,28,Female,83.05,5310.58,15,32,381.78,7,4,3,131,FALSE,Unsubscribed,TRUE,both
273,5/8/2023,273,Female,22,Beauty,1,50,50,45,Other,185.55,4760.25,8,20,168.91,6,4,2,319,TRUE,Responded,FALSE,both
274,4/9/2023,274,Female,23,Clothing,2,500,1000,63,Female,192.94,245.19,3,62,474.5,7,2,4,364,FALSE,Ignored,TRUE,both
275,4/8/2023,275,Male,43,Clothing,2,500,1000,25,Other,135.3,7032.02,3,26,418.51,1,1,3,2,FALSE,Responded,FALSE,both
276,10/2/2023,276,Female,21,Beauty,4,25,100,57,Other,143.96,8598.93,17,72,11.38,9,0,2,265,FALSE,Unsubscribed,FALSE,both
277,8/18/2023,277,Male,36,Clothing,4,25,100,39,Other,27.64,2549.83,14,12,61.78,2,4,2,360,TRUE,Ignored,FALSE,both
278,3/13/2023,278,Female,37,Clothing,4,25,100,51,Female,112.61,3218.74,14,58,237.63,3,1,1,57,TRUE,Ignored,TRUE,both
279,8/5/2023,279,Male,50,Clothing,1,500,500,62,Male,118.44,5056.7,2,56,456.05,8,3,2,311,TRUE,Ignored,FALSE,both
280,4/4/2023,280,Female,37,Clothing,3,500,1500,52,Male,81.22,813.59,14,18,96.37,1,0,5,61,FALSE,Responded,TRUE,both
281,5/23/2023,281,Female,29,Beauty,4,500,2000,52,Female,32.35,987.46,11,55,337.79,7,4,2,314,FALSE,Responded,TRUE,both
282,8/25/2023,282,Female,64,Electronics,4,50,200,42,Male,61.2,4269,14,1,435.33,2,2,5,22,FALSE,Ignored,TRUE,both
283,5/8/2023,283,Female,18,Electronics,1,500,500,51,Male,84.44,2686.07,7,12,465.64,2,2,3,130,FALSE,Responded,FALSE,both
284,2/8/2023,284,Male,43,Clothing,4,50,200,23,Female,98.33,4119.77,19,37,331.47,7,0,4,62,FALSE,Unsubscribed,TRUE,both
285,8/15/2023,285,Female,31,Electronics,1,25,25,58,Male,126.37,4598.42,8,78,182.89,8,4,4,5,TRUE,Ignored,TRUE,both
286,10/9/2023,286,Male,55,Electronics,2,25,50,54,Female,150.03,9765.11,14,9,188.27,0,4,5,274,TRUE,Ignored,TRUE,both
287,2/20/2023,287,Male,54,Clothing,4,25,100,18,Other,77.17,9448.17,4,64,383.5,3,3,1,132,TRUE,Responded,TRUE,both
288,1/26/2023,288,Male,28,Clothing,4,30,120,29,Other,79.21,1483.33,11,11,436.71,9,3,4,287,TRUE,Responded,FALSE,both
289,11/30/2023,289,Male,53,Electronics,2,30,60,52,Male,23.54,8837.6,4,90,481.32,6,2,2,173,TRUE,Unsubscribed,FALSE,both
290,10/4/2023,290,Female,30,Beauty,2,300,600,23,Female,27.36,894.05,6,10,382.03,6,2,4,307,TRUE,Ignored,FALSE,both
291,1/8/2023,291,Male,60,Clothing,2,300,600,34,Other,66.41,5125.59,6,85,283.81,7,4,3,88,TRUE,Unsubscribed,TRUE,both
292,2/17/2023,292,Male,20,Beauty,4,300,1200,26,Female,153.24,1722.71,2,5,457.4,4,1,2,81,FALSE,Unsubscribed,TRUE,both
293,5/2/2023,293,Male,50,Electronics,3,30,90,19,Female,133.1,3722.33,19,60,471.97,9,3,3,128,TRUE,Ignored,TRUE,both
294,3/27/2023,294,Female,23,Clothing,3,30,90,35,Female,158.56,7459.07,1,40,239.12,4,0,4,346,TRUE,Unsubscribed,FALSE,both
295,7/28/2023,295,Female,27,Beauty,3,300,900,66,Male,158.41,4302.6,13,81,474.71,3,0,1,92,TRUE,Ignored,TRUE,both
296,9/6/2023,296,Female,22,Clothing,4,300,1200,53,Other,174.18,8088.82,14,83,305.59,8,0,2,16,TRUE,Responded,FALSE,both
297,9/4/2023,297,Female,40,Electronics,2,500,1000,45,Male,149.66,7216.28,3,79,210.42,7,2,3,25,FALSE,Ignored,FALSE,both
298,4/20/2023,298,Male,27,Beauty,4,300,1200,58,Female,196.22,9434.11,19,88,442.58,9,1,5,258,FALSE,Responded,TRUE,both
299,7/25/2023,299,Male,61,Electronics,2,500,1000,54,Other,181.79,5388.14,17,53,215.65,2,0,3,181,TRUE,Responded,TRUE,both
300,1/31/2023,300,Female,19,Electronics,4,50,200,66,Male,125.61,8041.26,4,49,186.57,8,2,5,267,TRUE,Responded,TRUE,both
301,3/26/2023,301,Male,30,Clothing,4,30,120,43,Other,125.87,3296.78,13,31,411.17,9,3,5,330,FALSE,Unsubscribed,FALSE,both
302,7/14/2023,302,Male,57,Beauty,2,300,600,21,Male,26.17,3522.88,9,4,487.78,1,3,1,330,TRUE,Unsubscribed,FALSE,both
303,1/2/2023,303,Male,19,Electronics,3,30,90,57,Female,199.73,4065.05,4,11,334.83,2,1,5,130,TRUE,Responded,FALSE,both
304,7/19/2023,304,Female,37,Electronics,2,30,60,53,Other,43.68,4168.07,10,33,168.63,5,2,2,75,TRUE,Unsubscribed,FALSE,both
305,5/16/2023,305,Female,18,Beauty,1,30,30,68,Female,153.26,1122.21,13,22,419.47,3,4,4,42,TRUE,Unsubscribed,FALSE,both
306,8/21/2023,306,Male,54,Electronics,1,50,50,48,Female,167.78,5239.08,18,42,457.81,1,3,3,107,TRUE,Ignored,TRUE,both
307,5/27/2023,307,Female,26,Electronics,2,25,50,47,Other,87.15,1058.35,12,98,83.04,6,2,2,30,TRUE,Ignored,TRUE,both
308,8/5/2023,308,Female,34,Beauty,4,300,1200,67,Other,55.43,8908.65,16,19,161.62,1,1,5,77,TRUE,Responded,TRUE,both
309,12/23/2023,309,Female,26,Beauty,1,25,25,51,Male,37.78,712.26,1,98,312.37,8,3,2,193,FALSE,Ignored,FALSE,both
310,10/12/2023,310,Female,28,Beauty,1,25,25,36,Male,154.75,4551.97,14,52,172.97,5,2,2,350,FALSE,Responded,TRUE,both
311,12/5/2023,311,Female,32,Beauty,4,25,100,35,Female,101.48,2918.47,7,77,312.85,9,4,1,67,FALSE,Unsubscribed,FALSE,both
312,9/7/2023,312,Male,41,Clothing,4,30,120,47,Male,148.47,1633.21,5,64,415.34,3,4,5,70,FALSE,Unsubscribed,TRUE,both
313,3/21/2023,313,Female,55,Beauty,3,500,1500,38,Other,184.77,7859.98,2,53,77.86,3,1,2,17,FALSE,Responded,FALSE,both
314,4/8/2023,314,Male,52,Clothing,4,30,120,20,Other,46.39,7177.83,4,67,315.85,7,3,3,15,TRUE,Unsubscribed,TRUE,both
315,6/1/2023,315,Male,47,Clothing,2,30,60,23,Other,185.45,1544.88,10,90,335.05,6,1,1,11,FALSE,Ignored,FALSE,both
316,4/22/2023,316,Female,48,Clothing,2,25,50,55,Female,94.09,6364.38,15,95,438.16,4,4,2,133,FALSE,Ignored,TRUE,both
317,1/30/2023,317,Male,22,Electronics,3,30,90,30,Male,74.95,7946.3,19,52,359.32,5,1,3,7,TRUE,Responded,FALSE,both
318,10/24/2023,318,Male,61,Clothing,1,25,25,62,Male,189.75,7755.99,15,93,396.61,5,3,3,109,TRUE,Ignored,TRUE,both
319,10/5/2023,319,Male,31,Clothing,1,500,500,20,Male,198.32,1013.57,19,42,91.1,2,3,5,152,TRUE,Ignored,FALSE,both
320,2/1/2023,320,Female,28,Electronics,4,300,1200,65,Male,55.8,6886.58,10,18,74.91,3,2,2,86,FALSE,Unsubscribed,TRUE,both
321,6/10/2023,321,Female,26,Electronics,2,25,50,45,Male,138.23,7188.64,3,15,453.21,8,2,5,261,TRUE,Responded,TRUE,both
322,1/30/2023,322,Male,51,Electronics,1,500,500,39,Male,39.17,8635.45,11,60,91.1,5,0,3,56,TRUE,Responded,TRUE,both
323,1/26/2023,323,Female,29,Beauty,3,300,900,57,Male,137.16,5129.64,18,61,191.48,9,2,2,105,FALSE,Unsubscribed,FALSE,both
324,10/27/2023,324,Female,52,Electronics,3,50,150,57,Female,168.92,4664.83,2,14,397.18,3,0,5,258,TRUE,Responded,TRUE,both
325,9/2/2023,325,Female,52,Electronics,2,25,50,29,Male,143.21,9654.65,18,98,39.62,4,2,5,206,FALSE,Unsubscribed,FALSE,both
326,9/15/2023,326,Female,18,Clothing,3,25,75,40,Male,95.12,7985.47,15,23,264.81,9,3,4,172,FALSE,Responded,TRUE,both
327,9/29/2023,327,Male,57,Electronics,3,50,150,48,Male,88.95,5631.44,16,62,277.49,6,3,1,42,TRUE,Responded,TRUE,both
328,3/22/2023,328,Male,39,Beauty,2,50,100,35,Female,90.76,3373.11,19,89,11.99,2,1,3,351,TRUE,Responded,FALSE,both
329,1/30/2023,329,Female,46,Electronics,4,25,100,24,Male,126.15,8467.86,19,31,202.64,8,3,3,105,TRUE,Unsubscribed,TRUE,both
330,9/18/2023,330,Female,25,Beauty,4,50,200,25,Female,178.68,4608.82,12,11,454.51,5,3,5,78,TRUE,Unsubscribed,TRUE,both
331,2/11/2023,331,Male,28,Electronics,3,30,90,36,Female,187.23,1017.58,6,4,218.86,5,0,3,348,FALSE,Unsubscribed,FALSE,both
332,4/6/2023,332,Male,58,Electronics,4,300,1200,46,Female,29.64,4603.55,12,32,457.61,8,1,3,40,TRUE,Ignored,FALSE,both
333,2/5/2023,333,Female,54,Electronics,4,300,1200,61,Other,52.69,8732.49,7,33,164.72,9,3,2,263,FALSE,Responded,FALSE,both
334,11/1/2023,334,Male,31,Electronics,3,300,900,37,Male,40.2,4537.99,10,14,257.61,9,3,4,297,TRUE,Ignored,TRUE,both
335,2/4/2023,335,Female,47,Beauty,4,30,120,67,Other,54.8,242.06,12,50,423.09,8,4,2,18,TRUE,Ignored,FALSE,both
336,12/12/2023,336,Female,52,Beauty,3,50,150,59,Male,82.39,6153.7,16,40,490.91,7,3,2,131,FALSE,Responded,TRUE,both
337,5/1/2023,337,Male,38,Clothing,1,500,500,47,Female,111.18,9958.72,13,1,382,1,4,3,107,TRUE,Unsubscribed,TRUE,both
338,7/26/2023,338,Male,54,Beauty,2,50,100,64,Female,133.3,8190.76,13,25,178.39,9,2,3,196,FALSE,Responded,TRUE,both
339,3/3/2023,339,Female,22,Electronics,2,25,50,39,Male,151.79,6210.66,14,85,163.83,6,2,3,253,FALSE,Ignored,FALSE,both
340,10/19/2023,340,Female,36,Clothing,4,300,1200,27,Male,180.22,9152.55,6,44,37.97,8,3,2,126,TRUE,Unsubscribed,TRUE,both
341,5/7/2023,341,Male,31,Clothing,4,50,200,43,Female,198.04,8154.46,19,91,109.43,7,1,2,43,FALSE,Responded,FALSE,both
342,10/24/2023,342,Female,43,Clothing,4,500,2000,68,Male,139.31,5036.53,10,92,382.27,8,3,4,217,FALSE,Responded,TRUE,both
343,11/1/2023,343,Male,21,Electronics,2,25,50,50,Male,172.17,5953.08,9,88,213.27,5,2,5,125,FALSE,Responded,FALSE,both
344,1/21/2023,344,Female,42,Beauty,1,30,30,45,Other,160.05,7339.8,9,91,86.7,7,4,2,334,FALSE,Responded,FALSE,both
345,11/14/2023,345,Male,62,Electronics,1,30,30,27,Female,75.36,8479.62,9,74,155.82,0,4,3,4,FALSE,Unsubscribed,TRUE,both
346,2/11/2023,346,Male,59,Clothing,2,500,1000,46,Other,177.62,675.95,1,98,298.51,8,2,2,83,TRUE,Unsubscribed,FALSE,both
347,8/3/2023,347,Male,42,Electronics,1,25,25,61,Female,27.7,7770.56,1,91,478.73,8,3,1,342,TRUE,Unsubscribed,FALSE,both
348,12/3/2023,348,Female,35,Electronics,2,300,600,35,Other,20.07,4530.28,13,42,480.12,3,2,2,232,FALSE,Unsubscribed,TRUE,both
349,10/26/2023,349,Female,57,Beauty,1,50,50,59,Male,69.27,6641.91,19,32,65.88,2,2,2,102,TRUE,Unsubscribed,TRUE,both
350,10/17/2023,350,Male,25,Beauty,3,25,75,18,Male,103.18,7669.87,16,41,125.77,5,4,1,188,TRUE,Unsubscribed,FALSE,both
351,9/25/2023,351,Female,56,Clothing,3,30,90,40,Female,134.91,5441.07,13,96,303.47,7,4,4,280,TRUE,Ignored,TRUE,both
352,6/11/2023,352,Male,57,Electronics,2,500,1000,34,Female,38.32,1669.3,18,9,456.91,7,2,2,335,TRUE,Ignored,FALSE,both
353,5/14/2023,353,Male,31,Electronics,1,500,500,60,Female,141.14,4154.32,10,50,490.93,6,4,1,82,FALSE,Unsubscribed,FALSE,both
354,4/15/2023,354,Female,49,Beauty,4,50,200,54,Other,164.33,861.04,14,37,366.29,0,3,1,89,TRUE,Unsubscribed,FALSE,both
355,12/9/2023,355,Female,55,Electronics,1,500,500,48,Female,53.36,6924.08,3,82,211.7,3,3,1,355,TRUE,Unsubscribed,TRUE,both
356,6/10/2023,356,Male,50,Electronics,3,500,1500,42,Male,94.72,9541.69,1,95,437.67,2,0,4,15,TRUE,Ignored,TRUE,both
357,5/3/2023,357,Female,40,Electronics,3,25,75,21,Female,113.6,7973,10,2,215.47,9,2,1,133,TRUE,Unsubscribed,FALSE,both
358,5/16/2023,358,Female,32,Beauty,1,300,300,69,Male,101.33,3958.89,7,59,336.76,4,1,5,121,TRUE,Unsubscribed,TRUE,both
359,7/22/2023,359,Male,50,Clothing,1,50,50,26,Other,163.97,5884.49,4,30,249.92,5,3,3,31,TRUE,Ignored,TRUE,both
360,3/9/2023,360,Male,42,Clothing,4,25,100,45,Male,192.89,3111.59,7,81,391.94,9,4,5,93,TRUE,Unsubscribed,TRUE,both
361,12/10/2023,361,Female,34,Electronics,4,300,1200,47,Male,163.81,5456.35,2,85,370.44,1,2,2,182,TRUE,Responded,TRUE,both
362,11/27/2023,362,Male,50,Clothing,1,25,25,64,Other,34.04,3077.2,2,9,201.44,9,1,4,227,FALSE,Ignored,TRUE,both
363,6/3/2023,363,Male,64,Beauty,1,25,25,41,Male,164.89,7409.42,6,37,59.4,1,1,4,338,FALSE,Ignored,FALSE,both
364,8/23/2023,364,Female,19,Beauty,1,500,500,50,Other,31.99,2667.48,2,94,476.37,0,1,4,290,FALSE,Ignored,TRUE,both
365,6/11/2023,365,Male,31,Clothing,1,300,300,37,Other,62.47,9643.8,2,60,460.12,4,1,2,35,TRUE,Ignored,FALSE,both
366,2/7/2023,366,Male,57,Clothing,2,50,100,26,Other,47.56,6653.29,4,16,99.12,4,3,1,186,FALSE,Ignored,TRUE,both
